customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
VCDF-47FA6,Male,0,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.2,874.86,Yes
FQGZ-78E47,Male,0,No,No,59,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),48.21,2960.82,No
NHBH-1A05E,Male,0,Yes,No,48,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,38.31,1817.68,No
ORRH-A3AAE,Female,0,No,No,63,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,61.1,3835.94,No
XAHO-59D4E,Female,1,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),67.25,1207.23,No
WXBH-11071,Female,1,No,No,40,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,39.3,1546.32,No
HZWY-0AA2E,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.66,64.4,Yes
KZCQ-2F913,Male,0,Yes,Yes,15,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,33.33,521.6,No
JAAY-F8EA0,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,39.95,177.28,Yes
SAVJ-24AD9,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),76.67,749.69,Yes
EXUK-8F602,Male,0,No,Yes,50,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,39.83,2027.4,No
PZTQ-57059,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.46,1804.44,No
XXVA-C39FE,Male,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.18,67.52,No
RHNS-86690,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.95,214.3,No
ZCZA-8696E,Female,0,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.8,768.45,No
AZRU-2165C,Female,0,No,No,25,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.79,1497.07,Yes
XLTB-B1A66,Female,0,Yes,Yes,34,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,54.24,1818.84,Yes
HKWV-548A2,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.89,729.93,No
SYVO-55B71,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.91,241.45,No
RDZK-502F8,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,72.06,4177.3,Yes
XYBJ-D789B,Female,0,No,Yes,10,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),60.22,645.24,Yes
YXQP-51B0B,Male,0,No,No,6,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,44.78,346.91,No
MUYO-97510,Male,1,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.91,2356.88,Yes
SXBI-9BBB1,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.35,2353.0,No
GMBI-6F5FB,Female,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),45.03,3139.18,No
RVVF-68F07,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.58,139.48,Yes
FFTF-CFC22,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),60.87,4320.17,No
LOUK-2FEAB,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.57,222.94,Yes
YMDP-7CC75,Male,1,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,61.33,114.39,No
KQQN-8F42C,Male,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.01,199.4,No
YPKJ-70844,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),57.88,3264.9,Yes
OZFX-8F6FA,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,45.02,1291.71,Yes
ROLN-DC0BD,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.18,3014.6,No
TMIR-A5650,Female,0,No,Yes,67,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,41.6,2717.98,No
ACLN-6F363,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.63,154.22,No
HPII-AD313,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),51.17,451.29,No
PYEB-8F8EA,Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.8,649.53,Yes
ALUN-32A79,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,48.13,169.0,Yes
JIRA-65CB6,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.62,110.8,No
GGFH-C0083,Female,1,No,Yes,52,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),40.56,2106.44,No
VTTL-7639D,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),55.72,511.39,No
GBOK-CDF6E,Female,0,Yes,Yes,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,43.87,43.87,Yes
DJGY-952CA,Male,0,No,No,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,43.67,2643.23,No
WLDI-931D8,Female,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.72,1463.16,No
KOTA-74107,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,42.17,1797.06,No
ONUL-9DAE3,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.45,2674.88,No
USPA-8DA04,Male,1,No,No,52,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.4,2063.06,No
OVLW-C43E9,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,73.1,3654.99,No
WXLB-E9180,Female,0,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,48.23,1594.98,No
HJLO-D5BFB,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),69.26,272.86,No
GRHM-A40DB,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.95,445.07,No
DJGZ-FB703,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.8,1059.45,No
CUCR-F4AE6,Male,1,No,No,45,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,51.1,2361.29,No
LFLW-A38B1,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.8,67.81,Yes
TFHK-8E346,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,72.9,0.0,No
WZLS-EDA8F,Female,0,No,Yes,54,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),38.0,2097.96,No
GJSA-8D2C6,Male,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,50.66,2929.39,Yes
WQET-03EE0,Male,1,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.8,1044.51,No
JCHZ-3ACE5,Female,1,Yes,Yes,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.53,54.53,Yes
SMCF-BA8CB,Male,0,No,No,51,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),44.31,2336.47,No
IHYZ-0C2D9,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.72,3965.91,No
RSPG-C8850,Male,0,Yes,No,69,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),34.78,2346.09,No
OIRJ-FA7BA,Male,0,Yes,No,39,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,47.14,1804.43,No
QPYI-649F9,Male,1,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.05,89.09,Yes
FXUL-26C92,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),64.89,451.6,Yes
EZLR-516B5,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,55.46,3032.92,No
PLIG-44B5B,Female,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.49,4628.69,No
IIYW-64B17,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,64.25,378.02,Yes
PRCA-418E4,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.51,94.82,No
LFBS-48AD2,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,74.92,4480.21,No
PXMB-4CC53,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),72.52,3787.75,No
HGTV-0BC9D,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),68.46,4126.41,No
BSDX-71BB7,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.84,236.83,Yes
IAXE-D9ABD,Male,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.97,250.68,No
AZBZ-4D178,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.03,1435.5,No
YDAQ-0C0F8,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,57.71,3518.62,No
YDHL-015BB,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,70.02,3696.76,No
CBRJ-C4534,Female,1,Yes,Yes,60,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,61.36,3713.46,No
SMRC-87E61,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.8,1214.56,No
SDXJ-CA792,Male,0,No,No,65,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),41.25,2773.01,No
BTYW-455B9,Female,0,No,No,50,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,57.24,2739.77,Yes
UYKR-8F536,Male,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,59.96,513.24,No
QYVA-825FF,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.76,1729.68,No
DDSK-6DEEC,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),59.78,117.22,No
ZSXO-0DE46,Male,0,No,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,35.97,2573.75,No
OQRK-DDF91,Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.8,1262.34,No
VCFH-2B730,Male,0,Yes,No,16,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,36.88,588.35,No
FSUH-18C1C,Male,0,No,Yes,33,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,42.66,1415.46,Yes
EGQB-423C3,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.22,22.22,No
BFCQ-F2B51,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.37,1557.09,No
RFNN-924BE,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,54.27,552.59,No
AKWH-7EFAB,Female,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,34.64,915.65,No
PHXA-09DDA,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,1120.33,No
JJLG-615FB,Male,1,Yes,No,62,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,44.55,2695.84,No
DHGH-BEB72,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,59.79,3319.06,No
DVRN-9DD16,Male,0,No,No,62,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),49.3,3135.0,No
BKQF-278B0,Male,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.39,1252.88,No
GURX-DD8F6,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.69,684.92,No
XKLR-62E7E,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.8,135.58,No
KZPT-C3DFA,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),38.71,896.15,No
YVRM-D28DF,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,57.14,3262.89,No
GCIW-80155,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.0,406.07,Yes
DMMF-3AFF8,Male,0,No,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.73,231.78,Yes
BXYH-60CC0,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.7,509.87,No
SKOF-D6D29,Female,0,No,No,40,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,48.49,1987.92,No
IZOS-1A153,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.32,4054.84,No
APGN-C2B45,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,56.17,62.97,No
PQRF-944F1,Female,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.53,1602.6,No
KLGU-7B6EB,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.35,804.29,No
IZWP-09B52,Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),71.53,784.93,No
OUIL-0BDC6,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.9,5088.46,No
BMYC-3D920,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.54,3959.95,No
KPVW-76EC3,Female,1,Yes,No,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,41.84,204.16,No
RSGZ-487BE,Male,0,No,Yes,11,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),31.81,327.76,Yes
KJTY-ECBCE,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.51,2954.54,Yes
APAP-64EB9,Male,1,No,No,49,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,39.89,1960.14,No
WCQE-328AC,Female,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),38.47,1079.56,No
LYJE-0276D,Male,1,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.63,442.19,No
DGZA-638F3,Male,0,No,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,58.14,3269.09,No
JLUZ-17C0C,Female,0,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,43.76,1513.99,No
GNZQ-F93B9,Female,1,No,Yes,13,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,62.4,637.35,No
IBQP-C28DE,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,52.11,2990.19,No
YFEO-73125,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),73.59,73.59,No
TBCG-DF700,Male,0,Yes,Yes,11,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,56.83,610.55,Yes
WLCV-8573E,Male,1,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,61.97,588.03,No
UFTE-7B0B3,Male,0,No,No,30,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.38,1711.93,No
SMAT-4FD39,Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),45.4,1539.79,No
JPOH-A4EF2,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.63,2963.5,No
SYDT-F39C5,Female,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.35,256.58,Yes
GKIS-56F9E,Male,0,No,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,47.24,1950.05,Yes
SXFY-F0566,Male,0,No,Yes,71,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,58.15,4116.54,No
USFP-F7EAE,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.37,38.22,No
XAUE-DC416,Male,0,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.58,731.07,No
HOCB-6C552,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.84,503.58,No
HHGI-4A5C9,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,55.41,10.76,No
QPXG-F32DE,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,61.85,3951.47,No
CPNF-8A98E,Male,1,No,No,44,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.0,2446.98,No
FQIZ-4DA3C,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.39,362.81,No
GGIR-69833,Male,0,No,No,44,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),61.63,2666.22,No
HFXJ-6ACB8,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.07,229.56,No
ZXFE-6DFBB,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,58.78,639.76,No
GPEO-31FEA,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.8,155.99,No
QGOT-846D4,Male,0,Yes,No,44,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,47.37,2089.3,No
YTXN-30861,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.67,70.31,Yes
YZJR-6796C,Male,1,No,No,46,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),46.62,2160.62,No
ERZW-01AED,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,55.77,649.88,Yes
XDNS-9C377,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.8,1052.41,No
YFIA-2FD4B,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.66,1174.55,No
PXHZ-5B6A5,Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.5,338.86,No
VQHY-B62FC,Male,0,No,No,7,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,46.14,310.86,No
RVPG-311BD,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,54.89,212.5,No
EODK-CCF4F,Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,61.76,4339.49,No
UIIC-E3462,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,56.24,152.2,No
USEE-0F6A2,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,37.73,348.32,Yes
GOFP-E49EE,Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.16,778.24,No
ACZY-589AC,Female,1,Yes,Yes,3,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),63.57,126.12,Yes
JXBA-F2F45,Male,1,No,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.1,1557.4,No
AYJE-72C17,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),68.17,585.24,No
KABN-622CB,Male,1,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,64.15,4234.7,Yes
PVBR-C38C9,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.06,1161.17,No
GRTA-98501,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,37.23,84.92,No
TVKY-EA9F9,Female,0,No,No,11,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),57.94,649.66,No
YZFR-BD5D7,Female,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.25,936.55,Yes
KEIZ-BBE4A,Female,1,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.34,55.34,Yes
JWKW-BCEC5,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.84,458.29,No
NMBP-66189,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),52.77,2049.03,No
CQED-66E15,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,60.91,1885.48,No
TGZT-FF17B,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),48.2,3531.31,No
ALRU-6DA04,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),60.71,1856.4,No
YACI-FB26F,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.68,5035.68,No
FOMT-CD17B,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.86,1199.67,No
